,VIX Close,vix_change
4143,32.94,-0.015835076187630803
4144,35.12,0.06618093503339395
4145,31.77,-0.09538724373576302
4146,31.37,-0.012590494176896394
4147,33.84,0.07873764743385414
4148,32.22,-0.04787234042553201
4149,34.73,0.07790192427063936
4150,31.78,-0.08494097322199812
4151,30.43,-0.04247954688483324
4152,28.62,-0.05948077555044362
4153,27.68,-0.03284416491963671
4154,27.94,0.009393063583815087
4155,29.43,0.053328561202576896
4156,28.08,-0.04587155963302758
4157,29.26,0.042022792022792244
4158,27.29,-0.06732740943267268
4159,32.19,0.17955294979846093
4160,29.52,-0.08294501397949672
4161,27.76,-0.05962059620596194
4162,28.0,0.008645533141210304
4163,25.68,-0.08285714285714285
4164,24.46,-0.04750778816199375
4165,24.84,0.015535568274734235
4166,24.32,-0.020933977455716568
4167,26.08,0.07236842105263142
4168,25.84,-0.009202453987730008
4169,24.74,-0.042569659442724506
4170,25.44,0.02829426030719495
4171,24.1,-0.05267295597484278
4172,24.76,0.027385892116182475
4173,24.46,-0.012116316639741553
4174,24.28,-0.007358953393295176
4175,23.76,-0.021416803953871466
4176,22.99,-0.03240740740740755
4177,22.65,-0.014789038712483715
4178,22.21,-0.019426048565121312
4179,22.13,-0.0036019810895994153
